recence,frequence,montant_total,montant_moyen,montant_std,anciennete_jours,freq_hebdo_moyenne,pct_achat_credit,pct_depot,pct_paiement_facture,pct_retrait,pct_transfert,cv_montant,cluster_kmeans,cluster_cha
28,13,1290000.0,99230.76923076923,37223.768943498646,172,0.5290697674418604,0.15384615384615385,0.0,0.7692307692307693,0.07692307692307693,0.0,0.3751232529189786,3,1
39,19,1818500.0,95710.52631578948,41558.966070135975,175,0.76,0.0,0.10526315789473684,0.7368421052631579,0.05263157894736842,0.10526315789473684,0.43421520777156086,3,1
182,1,7500.0,7500.0,0.0,182,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,1,3
95,2,74000.0,37000.0,8485.28137423857,113,0.12389380530973451,0.5,0.0,0.0,0.5,0.0,0.22933192903347485,4,3
58,2,37000.0,18500.0,3535.5339059327375,125,0.112,0.0,0.0,0.0,0.0,1.0,0.19110994086122907,6,5
1,16,16652500.0,1040781.25,1247415.86180859,173,0.6473988439306358,0.0,0.625,0.0625,0.1875,0.125,1.198537984623176,5,0
6,15,611500.0,40766.666666666664,15818.012637797576,179,0.5865921787709497,0.13333333333333333,0.4,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.3880133925870215,0,2
15,19,742500.0,39078.94736842105,14458.045778019181,181,0.7348066298342542,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3699701949930834,0,2
7,16,9307500.0,581718.75,433398.468261791,164,0.6829268292682927,0.125,0.625,0.125,0.0625,0.0625,0.7450309419488215,5,0
82,2,24000.0,12000.0,2121.3203435596424,180,0.07777777777777778,0.0,0.0,0.0,0.0,1.0,0.17677669529663687,6,5
1,20,2062500.0,103125.0,42217.13140669942,181,0.7734806629834254,0.2,0.1,0.7,0.0,0.0,0.40937824394375194,3,1
25,2,21000.0,10500.0,4242.640687119285,70,0.2,0.0,0.0,0.0,0.5,0.5,0.40406101782088427,4,5
95,1,75000.0,75000.0,0.0,95,0.0736842105263158,0.0,1.0,0.0,0.0,0.0,0.0,2,6
1,25,2638500.0,105540.0,37979.413283163456,178,0.9831460674157304,0.08,0.2,0.48,0.04,0.2,0.35985799965097076,3,1
9,4,69000.0,17250.0,7686.568371733471,149,0.18791946308724833,0.25,0.25,0.0,0.25,0.25,0.4455981664773027,4,3
82,1,61000.0,61000.0,0.0,82,0.08536585365853659,1.0,0.0,0.0,0.0,0.0,0.0,1,3
12,2,278500.0,139250.0,20859.650045003153,97,0.14432989690721648,0.0,0.5,0.5,0.0,0.0,0.14980000032318241,2,5
42,3,55000.0,18333.333333333332,9278.110439811187,109,0.1926605504587156,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5060787512624284,4,5
36,3,57000.0,19000.0,11258.330249197703,152,0.1381578947368421,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5925436973261949,4,5
2,23,2581500.0,112239.13043478261,41531.98919486296,175,0.92,0.0,0.13043478260869565,0.7391304347826086,0.13043478260869565,0.0,0.37003128083743875,3,1
4,19,827500.0,43552.63157894737,35504.653347930674,182,0.7307692307692307,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.815212584423786,0,2
3,19,1017000.0,53526.31578947369,28157.52992057489,172,0.7732558139534883,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.5260502148386655,0,2
13,16,574000.0,35875.0,17925.30799363477,183,0.6120218579234973,0.0625,0.125,0.0625,0.375,0.375,0.49966015313267653,0,2
24,6,753500.0,125583.33333333333,48438.01881442579,161,0.2608695652173913,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.38570419759330427,0,5
24,15,1549000.0,103266.66666666667,33879.44312804841,182,0.5769230769230769,0.0,0.2,0.6,0.0,0.2,0.32807724139491684,3,1
14,18,1718500.0,95472.22222222222,37864.880602037236,177,0.711864406779661,0.05555555555555555,0.05555555555555555,0.8333333333333334,0.0,0.05555555555555555,0.3966062559421997,3,1
145,1,175000.0,175000.0,0.0,145,0.04827586206896552,0.0,0.0,0.0,0.0,1.0,0.0,6,6
4,13,8378500.0,644500.0,468789.3983442885,164,0.5548780487804879,0.07692307692307693,0.5384615384615384,0.0,0.23076923076923078,0.15384615384615385,0.7273691207824492,5,0
2,14,7094000.0,506714.28571428574,364437.69723347115,151,0.6490066225165563,0.0,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.7192173331362554,5,0
9,24,1143500.0,47645.833333333336,29201.131293848528,179,0.9385474860335195,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.25,0.4583333333333333,0.6128790127261606,0,2
3,27,970000.0,35925.92592592593,20872.646667765417,181,1.0441988950276242,0.1111111111111111,0.25925925925925924,0.07407407407407407,0.2222222222222222,0.3333333333333333,0.5809911959068724,0,2
4,23,2588000.0,112521.73913043478,46238.629624646295,176,0.9147727272727273,0.043478260869565216,0.13043478260869565,0.6956521739130435,0.0,0.13043478260869565,0.41093063422212706,3,1
20,14,9096000.0,649714.2857142857,282485.44647915487,159,0.6163522012578616,0.0,0.5714285714285714,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.4347841084771513,5,0
12,17,12643500.0,743735.2941176471,428802.0783840379,174,0.6839080459770115,0.058823529411764705,0.6470588235294118,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.5765520095328543,5,0
129,2,595000.0,297500.0,395979.7974644666,142,0.09859154929577466,0.0,0.0,1.0,0.0,0.0,1.3310245292923246,3,5
25,21,2334000.0,111142.85714285714,37657.71596138793,182,0.8076923076923077,0.0,0.0,0.6666666666666666,0.23809523809523808,0.09523809523809523,0.3388226371847243,3,1
11,18,17487500.0,971527.7777777778,531406.7754062912,167,0.7544910179640718,0.0,0.7222222222222222,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.5469805265082627,5,0
6,24,22389035.75834787,932876.4899311612,1591484.9962515752,183,0.9180327868852459,0.08333333333333333,0.625,0.125,0.08333333333333333,0.08333333333333333,1.705997539255185,5,0
8,1,49000.0,49000.0,0.0,8,0.875,0.0,0.0,0.0,0.0,1.0,0.0,6,6
16,13,709500.0,54576.92307692308,35004.6700181122,175,0.52,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.6413822554410974,0,2
35,1,24000.0,24000.0,0.0,35,0.2,0.0,0.0,0.0,1.0,0.0,0.0,4,4
145,2,42000.0,21000.0,9192.388155425118,181,0.07734806629834254,0.5,0.0,0.0,0.0,0.5,0.437732769305958,1,3
10,4,148500.0,37125.0,24304.920626627576,125,0.224,0.0,0.25,0.0,0.25,0.5,0.654677996676837,0,5
129,2,384500.0,192250.0,105005.3570062023,143,0.0979020979020979,0.0,0.0,0.5,0.5,0.0,0.546191713946436,4,5
18,4,112000.0,28000.0,23607.908279501033,149,0.18791946308724833,0.0,0.0,0.25,0.5,0.25,0.8431395814107512,4,5
12,22,903000.0,41045.454545454544,19701.28657323406,182,0.8461538461538461,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.4799870482958465,0,2
8,3,92000.0,30666.666666666668,7216.878364870322,73,0.2876712328767123,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.23533299015881484,4,5
134,2,34500.0,17250.0,5303.300858899106,141,0.09929078014184398,0.0,0.0,0.0,0.5,0.5,0.30743773095067284,4,5
2,20,2070500.0,103525.0,38694.64637252467,180,0.7777777777777778,0.05,0.1,0.75,0.1,0.0,0.3737710347502987,3,1
12,14,25592140.606026996,1828010.0432876425,4447808.54205086,168,0.5833333333333334,0.0,0.5,0.07142857142857142,0.21428571428571427,0.21428571428571427,2.4331422895530475,5,0
123,2,86500.0,43250.0,11667.261889578034,152,0.09210526315789473,0.0,0.0,0.0,0.0,1.0,0.26976328068388516,6,5
12,20,2383000.0,119150.0,57800.49626448766,173,0.8092485549132947,0.05,0.0,0.75,0.15,0.05,0.4851069766218016,3,1
51,3,45000.0,15000.0,5894.913061275798,108,0.19444444444444445,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3929942040850532,6,5
40,2,358500.0,179250.0,126925.66722298528,92,0.15217391304347827,0.0,0.5,0.0,0.5,0.0,0.7080929831128886,4,5
4,17,817000.0,48058.82352941176,42843.42217341434,182,0.6538461538461539,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.8914787967540316,0,2
26,13,525000.0,40384.61538461538,21914.753255658852,154,0.5909090909090909,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.5426510329972668,0,2
14,22,1018500.0,46295.454545454544,24147.689966867034,159,0.9685534591194969,0.0,0.3181818181818182,0.13636363636363635,0.45454545454545453,0.09090909090909091,0.5215995869131809,0,2
1,15,1813500.0,120900.0,50517.74794211295,144,0.7291666666666666,0.0,0.13333333333333333,0.7333333333333333,0.0,0.13333333333333333,0.41784737751954465,3,1
7,21,12413500.0,591119.0476190476,333749.26609514456,182,0.8076923076923077,0.09523809523809523,0.6190476190476191,0.0,0.2857142857142857,0.0,0.5646058394488288,5,0
12,20,812500.0,40625.0,26549.791851696707,170,0.823529411764706,0.05,0.2,0.1,0.3,0.35,0.653533337887919,0,2
1,21,16150500.0,769071.4285714285,531921.0064876712,179,0.8212290502793296,0.0,0.5714285714285714,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.691640576839175,5,0
17,17,539500.0,31735.29411764706,14726.801297993676,178,0.6685393258426967,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.4117647058823529,0.46405119938070893,0,2
18,15,1697500.0,113166.66666666667,50550.42272914479,162,0.6481481481481481,0.06666666666666667,0.2,0.6,0.06666666666666667,0.06666666666666667,0.44669003884369474,3,1
23,4,71000.0,17750.0,7193.747284969079,116,0.24137931034482757,0.0,0.0,0.25,0.0,0.75,0.40528153718135657,6,5
66,3,76500.0,25500.0,26286.878856189833,156,0.1346153846153846,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0308579943603855,1,3
75,3,47000.0,15666.666666666666,9609.02353693305,152,0.1381578947368421,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6133419278893436,4,5
7,25,2500000.0,100000.0,37319.28679204182,183,0.9562841530054645,0.04,0.08,0.64,0.04,0.2,0.3731928679204182,3,1
94,1,9000.0,9000.0,0.0,94,0.07446808510638298,0.0,0.0,0.0,0.0,1.0,0.0,6,6
11,15,563500.0,37566.666666666664,24678.552477423636,154,0.6818181818181818,0.0,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.6569268627530693,0,2
23,15,715500.0,47700.0,33279.55185137822,182,0.5769230769230769,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.4,0.13333333333333333,0.6976845251861262,0,2
34,4,32000.0,8000.0,2081.6659994661327,73,0.3835616438356164,0.75,0.25,0.0,0.0,0.0,0.2602082499332666,1,3
12,3,38000.0,12666.666666666666,8144.527815247077,121,0.17355371900826447,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.642989038045822,4,3
12,21,2047000.0,97476.19047619047,37875.94097526694,165,0.8909090909090909,0.0,0.047619047619047616,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.3885660774209114,3,1
6,4,72000.0,18000.0,8669.871202426635,171,0.16374269005847955,0.25,0.0,0.0,0.5,0.25,0.48165951124592415,4,3
38,3,25500.0,8500.0,4092.676385936225,164,0.12804878048780488,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.4814913395219088,1,3
76,4,1054000.0,263500.0,191208.87357372654,156,0.1794871794871795,0.0,0.0,0.25,0.25,0.5,0.7256503740938388,4,5
1,9,728500.0,80944.44444444444,15583.333333333334,159,0.3962264150943396,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.19251887439945095,3,1
10,3,47500.0,15833.333333333334,3785.938897200182,95,0.22105263157894736,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.23911193034948516,4,5
181,1,9500.0,9500.0,0.0,181,0.03867403314917127,0.0,1.0,0.0,0.0,0.0,0.0,2,6
9,15,774000.0,51600.0,42232.01223175208,165,0.6363636363636364,0.06666666666666667,0.2,0.06666666666666667,0.4,0.26666666666666666,0.8184498494525597,0,2
62,4,27000.0,6750.0,2466.4414311581236,154,0.18181818181818182,0.75,0.0,0.0,0.25,0.0,0.3653987305419442,1,3
7,9,7724500.0,858277.7777777778,585074.5204197875,183,0.3442622950819672,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6816843399285504,5,0
155,2,31000.0,15500.0,6363.961030678927,169,0.08284023668639054,0.0,0.0,0.5,0.5,0.0,0.41057813101154367,4,5
61,2,48000.0,24000.0,7778.174593052023,147,0.09523809523809523,0.0,0.0,0.0,0.5,0.5,0.32409060804383427,4,5
19,16,12718000.0,794875.0,448250.2091466327,182,0.6153846153846154,0.0,0.6875,0.1875,0.125,0.0,0.5639254085820194,5,0
11,14,443000.0,31642.85714285714,17296.54097414653,180,0.5444444444444444,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.5466175477156917,0,2
71,1,133000.0,133000.0,0.0,71,0.09859154929577466,0.0,0.0,0.0,1.0,0.0,0.0,4,4
43,2,168500.0,84250.0,27223.611075682078,84,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.32312891484489115,6,5
20,21,2525500.0,120261.90476190476,46826.172982536984,175,0.84,0.047619047619047616,0.047619047619047616,0.5714285714285714,0.23809523809523808,0.09523809523809523,0.3893682964297274,3,1
16,3,54500.0,18166.666666666668,11250.925887825115,147,0.14285714285714285,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6193170213481715,6,5
15,16,1915000.0,119687.5,55341.02607168272,153,0.7320261437908496,0.0,0.0625,0.75,0.0625,0.125,0.4623793301028321,3,1
7,14,17437500.0,1245535.7142857143,1214954.422448173,170,0.5764705882352942,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.9754472782379596,5,0
4,9,981500.0,109055.55555555556,36582.479109237225,159,0.3962264150943396,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.3354481018676872,3,1
45,12,473000.0,39416.666666666664,16895.175929743073,180,0.4666666666666667,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.42863025614570166,0,2
129,2,68500.0,34250.0,35001.785668734105,163,0.08588957055214724,0.0,0.0,0.0,1.0,0.0,1.0219499465323827,4,4
10,16,600000.0,37500.0,27019.12902617946,183,0.6120218579234973,0.0,0.25,0.125,0.3125,0.3125,0.7205101073647856,0,2
8,25,15445500.0,617820.0,465924.61568369623,182,0.9615384615384616,0.08,0.52,0.12,0.2,0.08,0.754142979644065,5,0
6,5,64500.0,12900.0,4321.45808726638,136,0.2573529411764706,0.0,0.2,0.0,0.6,0.2,0.33499675095088216,4,5
6,24,1283500.0,53479.166666666664,36963.69522237669,158,1.0632911392405062,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.5,0.16666666666666666,0.6911793419065373,0,2
3,13,435500.0,33500.0,15388.036478598127,148,0.6148648648648649,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.4593443724954665,0,2
2,22,16611000.0,755045.4545454546,548526.0967245577,181,0.8508287292817679,0.0,0.45454545454545453,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.726480893861915,5,0
2,21,772500.0,36785.71428571428,15832.380923736191,180,0.8166666666666667,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.43039482122778,0,2
40,3,18500.0,6166.666666666667,2020.7259421636902,173,0.12138728323699421,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3276852879184362,1,3
7,15,20423970.891309112,1361598.0594206075,2250754.0690180208,183,0.5737704918032787,0.0,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,1.653023851969773,5,0
43,3,61000.0,20333.333333333332,4252.450274057691,49,0.42857142857142855,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.20913689872414876,4,5
5,15,9230500.0,615366.6666666666,489199.65492726216,168,0.625,0.0,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.7949726259583915,5,0
15,19,794000.0,41789.47368421053,19414.567690177686,180,0.7388888888888888,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.46458033515538544,0,2
35,2,15000.0,7500.0,707.1067811865476,136,0.10294117647058824,1.0,0.0,0.0,0.0,0.0,0.09428090415820634,1,3
18,16,10799500.0,674968.75,692730.189630133,181,0.6187845303867403,0.0,0.5,0.0625,0.25,0.1875,1.0263144621586302,5,0
47,3,735500.0,245166.66666666666,158592.50717903837,143,0.14685314685314688,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6468763039253774,2,5
3,14,569500.0,40678.57142857143,24159.41219902086,172,0.5697674418604651,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.5939100452788271,0,2
6,20,14386500.0,719325.0,647177.7042830298,177,0.7909604519774012,0.0,0.5,0.0,0.2,0.3,0.8997013926709482,5,0
8,24,18714500.0,779770.8333333334,610537.2007176508,183,0.9180327868852459,0.0,0.625,0.041666666666666664,0.20833333333333334,0.125,0.782970040194695,5,0
18,3,23500.0,7833.333333333333,4252.450274057691,111,0.18918918918918917,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5428659924328967,1,3
9,19,10669500.0,561552.6315789474,354050.29047740455,175,0.76,0.05263157894736842,0.5263157894736842,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.6304846074390258,5,0
12,14,8278000.0,591285.7142857143,432810.12510753993,181,0.5414364640883977,0.07142857142857142,0.6428571428571429,0.0,0.14285714285714285,0.14285714285714285,0.7319813664539211,5,0
26,2,28500.0,14250.0,1060.6601717798212,156,0.08974358974358974,0.0,0.0,0.0,1.0,0.0,0.07443229275647868,4,4
28,2,21500.0,10750.0,3181.9805153394636,53,0.2641509433962264,0.0,0.0,0.0,0.5,0.5,0.2959981874734385,4,5
6,19,14589500.0,767868.4210526316,562993.9027226885,178,0.7471910112359551,0.10526315789473684,0.5263157894736842,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.7331905926680888,5,0
121,3,48500.0,16166.666666666666,6048.415770541352,142,0.14788732394366197,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3741288105489496,4,5
17,22,935000.0,42500.0,25904.58683414231,180,0.8555555555555555,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.6095196902151131,0,2
25,2,1373000.0,686500.0,166170.09357883866,118,0.11864406779661017,0.0,0.5,0.0,0.5,0.0,0.24205403288978683,2,5
26,1,395000.0,395000.0,0.0,26,0.2692307692307692,0.0,0.0,0.0,0.0,1.0,0.0,6,6
14,13,577500.0,44423.07692307692,24875.39459808138,183,0.4972677595628415,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.5599655926840831,0,2
3,11,14138000.0,1285272.7272727273,989156.4679977674,165,0.4666666666666666,0.18181818181818182,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.0,0.7696082294508022,5,0
13,15,541000.0,36066.666666666664,19097.36955210125,147,0.7142857142857143,0.06666666666666667,0.4,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.5295019284316428,0,2
21,13,1466500.0,112807.69230769231,40810.30224380566,170,0.5352941176470588,0.0,0.07692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.3617687890688534,3,1
2,3,61500.0,20500.0,4272.001872658766,152,0.1381578947368421,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.20839033525164713,2,5
5,18,2344500.0,130250.0,53997.34470595862,179,0.7039106145251396,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.41456694591906806,3,1
15,14,1452000.0,103714.28571428571,24767.933895473587,169,0.5798816568047337,0.0,0.14285714285714285,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.2388092799839051,3,1
58,1,55000.0,55000.0,0.0,58,0.12068965517241378,0.0,0.0,0.0,0.0,1.0,0.0,6,6
2,21,907000.0,43190.47619047619,22672.933307402127,183,0.8032786885245902,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.5249521493444814,0,2
6,4,21000.0,5250.0,1190.2380714238084,146,0.1917808219178082,0.5,0.0,0.0,0.0,0.5,0.22671201360453494,1,3
144,1,13500.0,13500.0,0.0,144,0.048611111111111105,0.0,0.0,0.0,1.0,0.0,0.0,4,4
15,16,566000.0,35375.0,19988.74683415646,183,0.6120218579234973,0.0,0.4375,0.0625,0.375,0.125,0.5650529140397585,0,2
4,20,13583500.0,679175.0,342880.95505890273,176,0.7954545454545455,0.05,0.55,0.15,0.2,0.05,0.5048491994830533,5,0
121,2,43000.0,21500.0,7778.174593052023,149,0.09395973154362416,1.0,0.0,0.0,0.0,0.0,0.36177556246753595,1,3
169,1,138000.0,138000.0,0.0,169,0.04142011834319527,0.0,0.0,1.0,0.0,0.0,0.0,2,6
90,1,243000.0,243000.0,0.0,90,0.07777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,2,6
20,2,43500.0,21750.0,10253.048327204939,109,0.12844036697247707,0.5,0.0,0.5,0.0,0.0,0.4714045207910317,1,3
43,1,9500.0,9500.0,0.0,43,0.1627906976744186,1.0,0.0,0.0,0.0,0.0,0.0,1,3
98,1,9500.0,9500.0,0.0,98,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.0,4,4
22,19,16072000.0,845894.7368421053,574825.325617061,179,0.7430167597765363,0.05263157894736842,0.7894736842105263,0.10526315789473684,0.05263157894736842,0.0,0.6795471121655151,5,0
37,4,58000.0,14500.0,3291.402943021916,167,0.16766467065868262,0.0,0.25,0.0,0.0,0.75,0.22699330641530457,6,5
11,3,19000.0,6333.333333333333,4645.786621588784,143,0.14685314685314688,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.7335452560403344,1,3
39,12,1061058.3945874933,88421.53288229111,120987.91910188991,167,0.5029940119760479,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333,1.368308319908364,0,0
27,15,720000.0,48000.0,34588.39607234112,163,0.6441717791411044,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.7205915848404401,0,2
76,2,61000.0,30500.0,26162.95090390226,183,0.07650273224043716,0.0,0.5,0.0,0.5,0.0,0.857801668980402,4,5
12,3,29000.0,9666.666666666666,2843.1203515386637,139,0.1510791366906475,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.2941158984350342,1,3
83,3,642000.0,214000.0,200473.81375132265,118,0.17796610169491525,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9367935222024423,4,5
6,18,2027000.0,112611.11111111111,38727.00667172244,182,0.6923076923076923,0.05555555555555555,0.0,0.8888888888888888,0.0,0.05555555555555555,0.34390040458362303,3,1
